,Unnamed: 0,class,intensity,features
4084,4084,M,10613.4,f_11727883642027167219
4085,4085,M,11581.6,f_15633854825704442948
4086,4086,M,11581.6,f_15633854825704442948_17710917847914352016
4087,4087,M,10604.5,f_13587982451310604591
4088,4088,M,10580.9,f_11489561995569888523
4089,4089,M,10168.7,f_8307692511535296541
4090,4090,M,10168.7,f_8307692511535296541_2781093060796412861
4091,4091,M,7860.86,f_6942035920587965212
4092,4092,M,7860.86,f_6942035920587965212_10435053481110592889
4093,4093,M,10567.4,f_14511992471177051286
4094,4094,M,10562.7,f_10852947294984110287
4095,4095,M,5998.56,f_7752780614105166174
4096,4096,M,5998.56,f_7752780614105166174_6540879609739120068
4097,4097,M,5998.56,f_7752780614105166174_6540879609739120068_14715650428678727843
4098,4098,M,8479.57,f_659769911891933695
4099,4099,M,8479.57,f_659769911891933695_13565677995609011936
4100,4100,M,10560.9,f_16643959738947365480
4101,4101,M,10555.9,f_939649564128242001
4102,4102,M,10552.5,f_10575208841281682855
4103,4103,M,10551.0,f_14513444125969016037
4104,4104,M,10548.8,f_12206012531330568078
4105,4105,M,10548.6,f_2080592153957253131
4106,4106,M,9859.43,f_17319739942464731877
4107,4107,M,9859.43,f_17319739942464731877_16212502374180326107
4108,4108,M,10721.2,f_3183234109477862545
4109,4109,M,10721.2,f_3183234109477862545_17596672006921475991
4110,4110,M,5635.71,f_9281326045956017777
4111,4111,M,5635.71,f_9281326045956017777_12610851544666496170
4112,4112,M,10537.6,f_11716544178291635675
4113,4113,M,13877.2,f_11331192815638450658
4114,4114,M,7532.92,f_11331192815638450658_10659301574102090344
4115,4115,M,6444.87,f_11331192815638450658_1484845990509506866
4116,4116,M,13877.2,f_11331192815638450658_16161455476896760116
4117,4117,M,10077.4,f_8582217756486575773
4118,4118,M,10077.4,f_8582217756486575773_10328230782789646089
4119,4119,M,9898.95,f_4371858912622382006
4120,4120,M,7605.83,f_4371858912622382006_12267920384135137516
4121,4121,M,9898.95,f_4371858912622382006_9787391929822358017
4122,4122,M,10511.6,f_15552506616472565554
4123,4123,M,3341.5,f_3530615960369075756
4124,4124,M,9506.39,f_3530615960369075756_4732200510669826113
4125,4125,M,9647.27,f_3530615960369075756_16565823807601440253
4126,4126,M,10717.4,f_3530615960369075756_3889126686714725386
4127,4127,M,3341.5,f_3530615960369075756_7150820813972204079
4128,4128,M,11026.7,f_11255246757067469180
4129,4129,M,11026.7,f_11255246757067469180_601342993566920834
4130,4130,M,8038.97,f_11557093861336257919
4131,4131,M,10101.3,f_11557093861336257919_15977178807106050947
4132,4132,M,8038.97,f_11557093861336257919_8833756189000115299
4133,4133,M,749.618,f_8787840606862255402
4134,4134,M,749.618,f_8787840606862255402_5618111053965788622
4135,4135,M,10567.7,f_10585936198978624819
4136,4136,M,9825.13,f_10585936198978624819_1717257047079976317
4137,4137,M,10567.7,f_10585936198978624819_11442365906928960035
4138,4138,M,10491.0,f_5466833889673213112
4139,4139,M,10486.8,f_10099142582872200722
4140,4140,M,11282.0,f_784663775895116543
4141,4141,M,11282.0,f_784663775895116543_42071776955955576
4142,4142,M,10480.7,f_4959580868055440293
4143,4143,M,10480.2,f_10746757768824437173
4144,4144,M,10474.4,f_4397803808780635416
4145,4145,M,10468.7,f_11391109279770554371
4146,4146,M,10468.1,f_18137704567352296211
4147,4147,M,10471.2,f_12004449068305588141
4148,4148,M,10674.5,f_12004449068305588141_1940286686804660329
4149,4149,M,10471.2,f_12004449068305588141_13161389026521620389
4150,4150,M,10465.7,f_11590572400821767833
4151,4151,M,2134.33,f_9527244365531152356
4152,4152,M,5938.04,f_9527244365531152356_3495433319178545502
4153,4153,M,2134.33,f_9527244365531152356_11065977519145643847
4154,4154,M,10446.7,f_1343745198689162333
4155,4155,M,10351.2,f_4422187709513174971
4156,4156,M,10351.2,f_4422187709513174971_17362510512208371048
4157,4157,M,10210.0,f_10012914557294605587
4158,4158,M,10210.0,f_10012914557294605587_11555926941179462916
4159,4159,M,10424.8,f_12644488003160344215
4160,4160,M,10424.8,f_12644488003160344215_9144787478712266963
4161,4161,M,10431.3,f_2603859645888810843
4162,4162,M,11058.9,f_9199174758129069354
4163,4163,M,11058.9,f_9199174758129069354_3221205319175310255
4164,4164,M,6372.72,f_16354375651186840723
4165,4165,M,8251.56,f_16354375651186840723_5346003687639322157
4166,4166,M,12656.8,f_16354375651186840723_5895784086718973249
4167,4167,M,6372.72,f_16354375651186840723_7165476671724360794
4168,4168,M,10417.2,f_2672511502551553389
4169,4169,M,10415.6,f_13420641366069642437
4170,4170,M,5420.33,f_6107237523477286034
4171,4171,M,10597.5,f_6107237523477286034_7806797801182777813
4172,4172,M,5767.75,f_6107237523477286034_18103685399440554063
4173,4173,M,5420.33,f_6107237523477286034_17215889294202457787
4174,4174,M,10410.9,f_12098070963653965005
4175,4175,M,10410.3,f_7048361849268597941
4176,4176,M,10408.1,f_16184571073516841316
4177,4177,M,10405.7,f_11129884690321551672
4178,4178,M,10403.0,f_4472222574829519960
4179,4179,M,10403.0,f_14819424616904249250
4180,4180,M,3303.0,f_3783470415383925704
4181,4181,M,9344.35,f_3783470415383925704_10530522613036223087
4182,4182,M,3303.0,f_3783470415383925704_1374898817282801718
4183,4183,M,10394.8,f_3605413871361065413
4184,4184,M,10391.7,f_1260641733226868303
4185,4185,M,10390.5,f_3038103704592039274
4186,4186,M,9215.08,f_76852738298077532
4187,4187,M,6799.77,f_76852738298077532_1241355647057861001
4188,4188,M,6799.77,f_76852738298077532_1241355647057861001_2870968977603798807
4189,4189,M,9215.08,f_76852738298077532_7526720373843570680
4190,4190,M,10379.7,f_8945755855117308015
4191,4191,M,10371.8,f_12966990399442359484
4192,4192,M,10371.7,f_18107741771247646481
4193,4193,M,10368.7,f_10165496821814623083
4194,4194,M,11482.2,f_7065622262884963149
4195,4195,M,11482.2,f_7065622262884963149_583334227268126995
4196,4196,M,10361.8,f_3388950344486596894
4197,4197,M,10355.6,f_3962761910696321249
4198,4198,M,10341.3,f_11093499121615089223
4199,4199,M,8233.97,f_13356908606084511068
4200,4200,M,11412.5,f_13356908606084511068_6389409347991352744
4201,4201,M,8876.87,f_13356908606084511068_3558829006291275826
4202,4202,M,8233.97,f_13356908606084511068_18018646725818771366
4203,4203,M,9885.34,f_5507875618240442132
4204,4204,M,9885.34,f_5507875618240442132_8597670284826903347
4205,4205,M,10335.7,f_1138843432235696597
4206,4206,M,10334.1,f_6238558422558343191
4207,4207,M,10329.1,f_16902287487920946973
4208,4208,M,8704.22,f_2272941321108806079
4209,4209,M,9763.68,f_2272941321108806079_14159895863097980306
4210,4210,M,8704.22,f_2272941321108806079_14145296731968356542
4211,4211,M,10321.2,f_8752241419410473345
4212,4212,M,7197.38,f_3827032946893721562
4213,4213,M,9736.07,f_3827032946893721562_5553375361655211511
4214,4214,M,8464.61,f_3827032946893721562_6123187683555533285
4215,4215,M,7197.38,f_3827032946893721562_146031145580523047
4216,4216,M,6401.09,f_11319733725853014648
4217,4217,M,7209.33,f_11319733725853014648_7574587015247671371
4218,4218,M,6401.09,f_11319733725853014648_10287695029523524906
4219,4219,M,10306.8,f_12103652868378624826
4220,4220,M,10297.5,f_10423355200363832157
4221,4221,M,10295.1,f_6425812472589412020
4222,4222,M,11066.3,f_18238614545376411958
4223,4223,M,11066.3,f_18238614545376411958_141616007219582433
4224,4224,M,10282.0,f_7541623967306100419
4225,4225,M,10672.2,f_2043767827244938879
4226,4226,M,5878.82,f_2043767827244938879_12876063202694766363
4227,4227,M,5878.82,f_2043767827244938879_12876063202694766363_13044541171402128136
4228,4228,M,10672.2,f_2043767827244938879_9457094258986459481
4229,4229,M,10271.2,f_5550705229444024884
4230,4230,M,11887.4,f_13418276750376860003
4231,4231,M,6306.82,f_13418276750376860003_3369010724298469934
4232,4232,M,7855.29,f_13418276750376860003_9142572842980287856
4233,4233,M,9839.96,f_13418276750376860003_3969638176162745896
4234,4234,M,11887.4,f_13418276750376860003_2071570769742223406
4235,4235,M,10269.2,f_13690726342994619380
4236,4236,M,10268.2,f_13522411897906552933
4237,4237,M,10266.3,f_9608971141224009875
4238,4238,M,10265.3,f_1677851507880352018
4239,4239,M,10262.5,f_10708947635491742723
4240,4240,M,10259.1,f_1375554820182933386
4241,4241,M,10249.1,f_560016335274442430
4242,4242,M,10247.4,f_2093489665600940669
4243,4243,M,10237.0,f_14139870352665831101
4244,4244,M,10229.5,f_17473568376041151594
4245,4245,M,10220.2,f_9254671821054330484
4246,4246,M,10218.7,f_1169905079946968322
4247,4247,M,10218.3,f_7865326106211360115
4248,4248,M,10195.0,f_11764397022541615058
4249,4249,M,10194.3,f_12215433371203344888
4250,4250,M,10184.6,f_2821897633215561993
4251,4251,M,10184.4,f_285171360185699687
4252,4252,M,10179.8,f_18054005834443143442
4253,4253,M,10173.6,f_6703283327876393735
4254,4254,M,9057.35,f_17182015769234240777
4255,4255,M,9057.35,f_17182015769234240777_11815359904904952954
4256,4256,M,11952.1,f_2091330942439491819
4257,4257,M,11952.1,f_2091330942439491819_4601301461954211002
4258,4258,M,10159.3,f_6439622142689251085
4259,4259,M,10135.9,f_14492001021466065035
4260,4260,M,7914.24,f_11061393606548318126
4261,4261,M,7914.24,f_11061393606548318126_13570563204480588419
4262,4262,M,7914.24,f_11061393606548318126_13570563204480588419_11066303647732803017
4263,4263,M,6222.83,f_3711582756482419579
4264,4264,M,9936.38,f_3711582756482419579_2102085197922989042
4265,4265,M,6222.83,f_3711582756482419579_7017725491872166148
4266,4266,M,6748.28,f_12976616411827611298
4267,4267,M,6748.28,f_12976616411827611298_2300305984820252082
4268,4268,M,10115.1,f_14949491243050997504
4269,4269,M,10099.3,f_8285184935926202772
4270,4270,M,5684.47,f_4892995080480453868
4271,4271,M,9652.89,f_4892995080480453868_6839880210539243128
4272,4272,M,5684.47,f_4892995080480453868_6986898425205187813
4273,4273,M,10094.3,f_12956081509600163755
4274,4274,M,10094.2,f_11517269198531000667
4275,4275,M,10092.9,f_98983589870430513
4276,4276,M,10087.4,f_7261158855091252041
4277,4277,M,10076.5,f_10462309104993867865
4278,4278,M,7583.6,f_9180813651501650827
4279,4279,M,7583.6,f_9180813651501650827_10397996879985930430
4280,4280,M,10058.3,f_776601021961135436
4281,4281,M,9888.52,f_15190456878863626547
4282,4282,M,9888.52,f_15190456878863626547_15083802298453989829
4283,4283,M,10032.4,f_11163431365032166467
4284,4284,M,10030.9,f_3383764502229411645
4285,4285,M,10013.0,f_1014613262380733354
4286,4286,M,9605.46,f_12964369775712087073
4287,4287,M,9605.46,f_12964369775712087073_10972049654395409211
4288,4288,M,8663.91,f_17166500938511943147
4289,4289,M,8663.91,f_17166500938511943147_1404733559571258132
4290,4290,M,10698.4,f_11789239560182490379
4291,4291,M,10698.4,f_11789239560182490379_11626760744135107246
4292,4292,M,10001.0,f_3944113039991568848
4293,4293,M,8989.29,f_9037028159192659715
4294,4294,M,7350.18,f_9037028159192659715_5244355704938807149
4295,4295,M,8989.29,f_9037028159192659715_18374736745578680548
4296,4296,M,10078.1,f_12719971287396592582
4297,4297,M,10078.1,f_12719971287396592582_11769652412794014535
4298,4298,M,15207.5,f_2650902178555757259
4299,4299,M,15207.5,f_2650902178555757259_7561885208022745375
4300,4300,M,9992.8,f_13409576698040315764
4301,4301,M,9992.4,f_12746606275087979419
4302,4302,M,9987.79,f_13491160249190655791
4303,4303,M,8223.96,f_1970487309833194533
4304,4304,M,8223.96,f_1970487309833194533_11031962163109859437
4305,4305,M,9980.19,f_14105951405518921230
4306,4306,M,9671.41,f_12217611345427963738
4307,4307,M,9671.41,f_12217611345427963738_9674722610366327352
4308,4308,M,10432.3,f_4245503664424392957
4309,4309,M,10432.3,f_4245503664424392957_4449998107470027007
4310,4310,M,9965.56,f_12514940396319121184
4311,4311,M,9458.12,f_13939834611618096497
4312,4312,M,9458.12,f_13939834611618096497_8163604018948791723
4313,4313,M,5642.32,f_1075693242760817391
4314,4314,M,10442.9,f_1075693242760817391_9562048495093465483
4315,4315,M,5642.32,f_1075693242760817391_12827032340313508715
4316,4316,M,9950.18,f_12970625748830423537
4317,4317,M,9947.0,f_10458462058236284448
4318,4318,M,9946.48,f_17859506177983798846
4319,4319,M,9944.97,f_2924166044793867174
4320,4320,M,5682.61,f_13582517282097767478
4321,4321,M,5682.61,f_13582517282097767478_2954525025881402813
4322,4322,M,9929.86,f_13466246828823614852
4323,4323,M,10059.1,f_5033878919384022126
4324,4324,M,10059.1,f_5033878919384022126_12675052281521522785
4325,4325,M,9924.04,f_5942811700216350731
4326,4326,M,9917.14,f_9351834342269566518
4327,4327,M,9916.06,f_11903892479934666076
4328,4328,M,6376.15,f_1905564970530010445
4329,4329,M,6376.15,f_1905564970530010445_13554962021573583874
4330,4330,M,9910.61,f_10712607738882955531
4331,4331,M,10576.9,f_10259220945232577673
4332,4332,M,10576.9,f_10259220945232577673_2174462008341604675
4333,4333,M,8041.71,f_10951138872842730056
4334,4334,M,8073.56,f_10951138872842730056_10492860074001410575
4335,4335,M,8041.71,f_10951138872842730056_3902138309790070553
4336,4336,M,10339.1,f_16239489032008302383
4337,4337,M,10339.1,f_16239489032008302383_5746563787440639104
4338,4338,M,9874.67,f_8224507429806076949
4339,4339,M,9870.3,f_11969340576020559622
4340,4340,M,9867.53,f_646952814680835046
4341,4341,M,10124.7,f_18053863117921518766
4342,4342,M,10124.7,f_18053863117921518766_11363767721392305713
4343,4343,M,9564.21,f_9845709331273623123
4344,4344,M,9564.21,f_9845709331273623123_10521044680697016554
4345,4345,M,9858.2,f_16998210001862484696
4346,4346,M,9302.26,f_218471660575287187
4347,4347,M,7731.46,f_218471660575287187_3610819339229343168
4348,4348,M,9302.26,f_218471660575287187_11933577104623904516
4349,4349,M,9857.1,f_14728169715994823943
4350,4350,M,9850.0,f_6050696772104342179
4351,4351,M,9846.85,f_8740637585950628039
4352,4352,M,10141.0,f_721869662574276611
4353,4353,M,10141.0,f_721869662574276611_13785506526008971450
4354,4354,M,8918.79,f_4360742965316871887
4355,4355,M,8918.79,f_4360742965316871887_2532757295966488661
4356,4356,M,9830.64,f_16067253329226566429
4357,4357,M,9827.15,f_8347703027456482499
4358,4358,M,8359.9,f_2609971986183412269
4359,4359,M,8359.9,f_2609971986183412269_13341873959094724248
4360,4360,M,9812.43,f_3784793669379704108
4361,4361,M,7276.88,f_4420938241953733913
4362,4362,M,7276.88,f_4420938241953733913_5042407240808268595
4363,4363,M,9810.8,f_14636059997187245026
4364,4364,M,9806.82,f_1866505985460103404
4365,4365,M,9801.3,f_5502035109386631538
4366,4366,M,9790.9,f_13787701448919469993
4367,4367,M,9789.02,f_10825883279426145994
4368,4368,M,9780.24,f_14450886299665399408
4369,4369,M,9189.67,f_13769823046855037908
4370,4370,M,10121.3,f_13769823046855037908_1052775107164063230
4371,4371,M,9339.07,f_13769823046855037908_17753407094581383785
4372,4372,M,9189.67,f_13769823046855037908_15324618798960327110
4373,4373,M,10440.8,f_1274101005774896251
4374,4374,M,10440.8,f_1274101005774896251_5470743518731713934
4375,4375,M,9766.9,f_1430884031339963004
4376,4376,M,9750.79,f_16989983969204983026
4377,4377,M,9750.67,f_7495131318607653578
4378,4378,M,9750.14,f_16834265955380532392
4379,4379,M,9746.47,f_6904881275812116851
4380,4380,M,9736.82,f_10935473681948758142
4381,4381,M,9736.12,f_2713872558990286333
4382,4382,M,9730.5,f_4079948745514194030
4383,4383,M,9723.31,f_12359097742051505663
4384,4384,M,8344.75,f_1048202082212235838
4385,4385,M,8344.75,f_1048202082212235838_6627390434190976607
4386,4386,M,9703.24,f_7096822377005172879
4387,4387,M,9693.98,f_12447054344607261315
4388,4388,M,4465.58,f_8025564313520897922
4389,4389,M,9297.3,f_8025564313520897922_9840139617718605601
4390,4390,M,4465.58,f_8025564313520897922_2305162412921140712
4391,4391,M,9689.67,f_14463082920937532573
4392,4392,M,9689.25,f_10294879045544743460
4393,4393,M,9688.58,f_2789147575851595937
4394,4394,M,9687.02,f_17373186235611229390
4395,4395,M,9678.42,f_15862595398679364677
4396,4396,M,9676.19,f_8756882806591124333
4397,4397,M,9671.8,f_6794391396134143608
4398,4398,M,9424.84,f_5959002959325415791
4399,4399,M,9424.84,f_5959002959325415791_13418128965851203174
4400,4400,M,10033.5,f_4409693090492878545
4401,4401,M,10033.5,f_4409693090492878545_15134171018411210726
4402,4402,M,9667.3,f_5867154235927207653
4403,4403,M,9665.99,f_6520757099768661014
4404,4404,M,9660.34,f_14164104065805134221
4405,4405,M,9660.33,f_1460627963124739120
4406,4406,M,9657.6,f_15864972682107324907
4407,4407,M,9651.26,f_1935916953339910557
4408,4408,M,9650.22,f_8936162706819832908
4409,4409,M,9647.81,f_9830425684832387870
4410,4410,M,9635.23,f_12620546052347238967
4411,4411,M,9632.03,f_1355211211814016233
4412,4412,M,9628.19,f_3066880469919491184
4413,4413,M,9684.65,f_9437807855835599361
4414,4414,M,6840.24,f_9437807855835599361_5972619202015867565
4415,4415,M,8320.99,f_9437807855835599361_5972619202015867565_6898200791973009
4416,4416,M,6840.24,f_9437807855835599361_5972619202015867565_11002675579907874243
4417,4417,M,10641.9,f_9437807855835599361_3657039302279045773
4418,4418,M,9684.65,f_9437807855835599361_5218516677063026655
4419,4419,M,9801.1,f_1844508785582659827
4420,4420,M,9801.1,f_1844508785582659827_15508251387714771608
4421,4421,M,8521.26,f_4818253574722265832
4422,4422,M,8521.26,f_4818253574722265832_14864782920792566652
4423,4423,M,9168.07,f_5225118157552747758
4424,4424,M,9168.07,f_5225118157552747758_1675010627698808534
4425,4425,M,9613.39,f_7211520864926766302
4426,4426,M,9611.78,f_7349008984762773702
4427,4427,M,9600.86,f_10115775526033058132
4428,4428,M,9593.63,f_14072900746415238387
4429,4429,M,9581.93,f_4725922575972659743
4430,4430,M,9568.69,f_1922342219245757541
4431,4431,M,9990.47,f_16227854718874889939
4432,4432,M,9990.47,f_16227854718874889939_11012270148884249821
4433,4433,M,9565.76,f_15574387767502422967
4434,4434,M,9564.94,f_7180414847544116056
4435,4435,M,9563.47,f_15280233602965725920
4436,4436,M,9559.37,f_15936355898470591824
4437,4437,M,6737.95,f_3091916759535260587
4438,4438,M,10272.2,f_3091916759535260587_5734836244236547547
4439,4439,M,6737.95,f_3091916759535260587_8038739369127675284
4440,4440,M,9553.69,f_1058280795173297729
4441,4441,M,9549.6,f_7771559210677979145
4442,4442,M,9407.99,f_15313125476465661247
4443,4443,M,9407.99,f_15313125476465661247_13392678310933885010
4444,4444,M,9543.36,f_13374955482542268926
4445,4445,M,9543.22,f_4558326620477133955
4446,4446,M,5130.9,f_10531530132266705304
4447,4447,M,8995.97,f_10531530132266705304_3337080401347957747
4448,4448,M,5130.9,f_10531530132266705304_5140142822919714470
4449,4449,M,9530.13,f_7387202492782586058
4450,4450,M,9525.75,f_9167798462091736909
4451,4451,M,9522.46,f_12131333294057575615
4452,4452,M,9520.86,f_2234497953141508421
4453,4453,M,9519.86,f_8746857831554237724
4454,4454,M,9515.82,f_1686388447725938520
4455,4455,M,9514.96,f_8024303115741063341
4456,4456,M,7125.41,f_6755525692334668139
4457,4457,M,6047.58,f_6755525692334668139_16982015823570497012
4458,4458,M,7125.41,f_6755525692334668139_6599294265431531940
4459,4459,M,9504.77,f_903102931405029353
4460,4460,M,9504.22,f_14239286052686564189
4461,4461,M,11194.3,f_14256550340367014550
4462,4462,M,6904.82,f_14256550340367014550_366693681746805033
4463,4463,M,11194.3,f_14256550340367014550_4411490049892970472
4464,4464,M,9494.31,f_3134675296271920225
4465,4465,M,9484.96,f_14096798851346194712
4466,4466,M,8127.65,f_9192048011477122751
4467,4467,M,7853.53,f_9192048011477122751_4639841600876248876
4468,4468,M,8127.65,f_9192048011477122751_9730939939667863706
4469,4469,M,9479.63,f_15868688166860986830
4470,4470,M,9478.12,f_16761474228514373512
4471,4471,M,9474.02,f_17673101040841552552
4472,4472,M,9464.41,f_9669208584816059111
4473,4473,M,9454.11,f_1718288090393605903
4474,4474,M,6162.87,f_7822821736736673458
4475,4475,M,7599.53,f_7822821736736673458_8905957330285302654
4476,4476,M,9986.17,f_7822821736736673458_16429248855209887992
4477,4477,M,6162.87,f_7822821736736673458_17539605756586617126
4478,4478,M,8587.88,f_8740870914411666689
4479,4479,M,8587.88,f_8740870914411666689_9735772680357140002
4480,4480,M,9433.96,f_12836866242162948696
4481,4481,M,9432.77,f_13421149495278856000
4482,4482,M,9430.57,f_5618234625700352511
4483,4483,M,9309.57,f_13441833469472432073
4484,4484,M,8222.07,f_13441833469472432073_8448164890810271147
4485,4485,M,9309.57,f_13441833469472432073_18224121634701324816
4486,4486,M,5784.87,f_15755279637041905182
4487,4487,M,5784.87,f_15755279637041905182_6759592814691908239
4488,4488,M,9530.12,f_11980218369173386819
4489,4489,M,9530.12,f_11980218369173386819_11452512586874064956
4490,4490,M,8440.46,f_13067869217273928623
4491,4491,M,9376.62,f_13067869217273928623_11516327843658950967
4492,4492,M,8763.91,f_13067869217273928623_13624949382679940869
4493,4493,M,8440.46,f_13067869217273928623_9109042013084319041
4494,4494,M,5453.91,f_18438299630806399113
4495,4495,M,5453.91,f_18438299630806399113_1372583237560672050
4496,4496,M,9409.84,f_11166309031211298573
4497,4497,M,9404.74,f_2098433062145279639
4498,4498,M,9401.49,f_6121306525538060719
4499,4499,M,8224.09,f_13083121805443303231
4500,4500,M,7470.37,f_13083121805443303231_5902897420520436939
4501,4501,M,6196.3,f_13083121805443303231_5017439891294700117
4502,4502,M,8224.09,f_13083121805443303231_4284593251569326705
4503,4503,M,9389.46,f_11304078895966531016
4504,4504,M,9386.08,f_13252310157940675256
4505,4505,M,9159.53,f_4600626891382714812
4506,4506,M,9159.53,f_4600626891382714812_14213301941117107656
4507,4507,M,9379.51,f_16408908844718409383
4508,4508,M,9130.6,f_6639096496458305815
4509,4509,M,10689.2,f_6639096496458305815_8736962101519743129
4510,4510,M,9130.6,f_6639096496458305815_2243510325824845199
4511,4511,M,12254.2,f_12809456102988674069
4512,4512,M,12254.2,f_12809456102988674069_9440858214678892030
4513,4513,M,9367.84,f_2016277979847280473
4514,4514,M,9351.23,f_16968461255305401856
4515,4515,M,5111.56,f_14191685640824136367
4516,4516,M,6119.89,f_14191685640824136367_5742658604929620691
4517,4517,M,5938.24,f_14191685640824136367_238391166768247404
4518,4518,M,9964.98,f_14191685640824136367_7121684487684057614
4519,4519,M,5111.56,f_14191685640824136367_1443562501955800455
4520,4520,M,9344.04,f_10147809562766833349
4521,4521,M,9332.86,f_56882742556678524
4522,4522,M,9237.84,f_11080909157837571782
4523,4523,M,9237.84,f_11080909157837571782_15649256959343872433
4524,4524,M,7897.6,f_5460034565182429360
4525,4525,M,7897.6,f_5460034565182429360_14512806501393845780
4526,4526,M,9302.89,f_1236519623838231201
4527,4527,M,2188.83,f_12035115661606819829
4528,4528,M,6107.43,f_12035115661606819829_5238026595106204926
4529,4529,M,2188.83,f_12035115661606819829_10072578214262209236
4530,4530,M,9302.68,f_11187456839586153570
4531,4531,M,9299.85,f_8497250692959382845
4532,4532,M,8566.97,f_16124058546043004228
4533,4533,M,8566.97,f_16124058546043004228_13899854047976827529
4534,4534,M,9279.18,f_3992000599624360078
4535,4535,M,9276.25,f_18248256977316954390
4536,4536,M,9275.04,f_4415712756006723637
4537,4537,M,9274.96,f_16027830985870917223
4538,4538,M,9095.68,f_15529270107722349690
4539,4539,M,9095.68,f_15529270107722349690_2781537179530456634
4540,4540,M,9259.42,f_3732353824205463924
4541,4541,M,9743.14,f_3711967006030301454
4542,4542,M,9743.14,f_3711967006030301454_12585837011184339223
4543,4543,M,11395.4,f_15490949111024451614
4544,4544,M,11395.4,f_15490949111024451614_14141397963749138943
4545,4545,M,7344.36,f_414599037952235412
4546,4546,M,7344.36,f_414599037952235412_2299284356235269745
4547,4547,M,8788.49,f_380058227054570972
4548,4548,M,8788.49,f_380058227054570972_12476584212602712623
4549,4549,M,9245.12,f_7347858575090362094
4550,4550,M,8647.3,f_2319771167387379561
4551,4551,M,8647.3,f_2319771167387379561_11380913091555725391
4552,4552,M,9238.97,f_14686584672567484612
4553,4553,M,9224.26,f_17908594063904077394
4554,4554,M,9214.04,f_17515573402006142187
4555,4555,M,9195.04,f_7227154470114817354
4556,4556,M,9192.26,f_17171132020899168303
4557,4557,M,9188.23,f_2146623316025304912
4558,4558,M,9186.27,f_9754857271487105322
4559,4559,M,9180.9,f_10262434717730227253
4560,4560,M,9166.51,f_13839377988897218529
4561,4561,M,9131.78,f_11270887154619761122
4562,4562,M,9131.78,f_11270887154619761122_17068951033649932346
4563,4563,M,9159.39,f_5931563282239357531
4564,4564,M,6138.03,f_17005432098942607482
4565,4565,M,5590.32,f_17005432098942607482_12722566478830612546
4566,4566,M,6138.03,f_17005432098942607482_10922482040467239449
4567,4567,M,9140.23,f_15391995329910555180
4568,4568,M,9139.17,f_10145185470385008011
4569,4569,M,9133.6,f_15552118243159715029
4570,4570,M,8247.98,f_11510612226412810028
4571,4571,M,8247.98,f_11510612226412810028_185930697935965579
4572,4572,M,9129.83,f_4113101214484687044
4573,4573,M,9125.46,f_3262548970067958971
4574,4574,M,9112.01,f_4503416959892880425
4575,4575,M,9108.28,f_5963071391070363645
4576,4576,M,9104.96,f_1202765593330932132
4577,4577,M,9102.3,f_13083660544288923163
4578,4578,M,9099.47,f_8778425328151378902
4579,4579,M,5702.14,f_10451733869009076187
4580,4580,M,7330.42,f_10451733869009076187_10624197566903473165
4581,4581,M,5702.14,f_10451733869009076187_124171856080801515
4582,4582,M,9097.71,f_16856719962032135536
4583,4583,M,7010.37,f_6324394234143286305
4584,4584,M,8771.06,f_6324394234143286305_158880100110924668
4585,4585,M,7010.37,f_6324394234143286305_16704372079994765528
4586,4586,M,9086.72,f_4940979977974146718
4587,4587,M,9083.04,f_12392169596645829532
4588,4588,M,9078.09,f_1005926267226142322
4589,4589,M,5205.11,f_13967648718478746816
4590,4590,M,5205.11,f_13967648718478746816_842910155402147333
4591,4591,M,8017.34,f_6324879554986578211
4592,4592,M,8017.34,f_6324879554986578211_10471981999623165946
4593,4593,M,9066.66,f_8848615121189490572
4594,4594,M,8105.99,f_1377794342303035498
4595,4595,M,9434.44,f_1377794342303035498_7684396493799876231
4596,4596,M,8105.99,f_1377794342303035498_7392075418463054763
4597,4597,M,9052.88,f_17602331613022577215
4598,4598,M,9049.64,f_17931817479777810960
4599,4599,M,9047.73,f_7080564271947154597
4600,4600,M,9046.31,f_17909482603259614932
4601,4601,M,8150.35,f_3301703921424961224
4602,4602,M,7562.03,f_3301703921424961224_4871422316624691373
4603,4603,M,8150.35,f_3301703921424961224_83926825917118027
4604,4604,M,8762.75,f_16570062877198443510
4605,4605,M,8762.75,f_16570062877198443510_2593100870390632372
4606,4606,M,9036.7,f_14240424237562344994
4607,4607,M,9036.67,f_14110147509032891920
4608,4608,M,9029.42,f_17314789793026801742
4609,4609,M,9028.13,f_14597192105789264936
4610,4610,M,9026.91,f_14133953575019854196
4611,4611,M,9597.61,f_15814388540064487513
4612,4612,M,9597.61,f_15814388540064487513_5412475239904110693
4613,4613,M,2756.11,f_1834982665009723373
4614,4614,M,7262.13,f_1834982665009723373_5923701822707154615
4615,4615,M,8011.72,f_1834982665009723373_1620712025738814578
4616,4616,M,2756.11,f_1834982665009723373_15119754447086690272
4617,4617,M,9014.27,f_11047208261086410548
4618,4618,M,9009.83,f_6319801604407011539
4619,4619,M,9006.97,f_13485365401514353150
4620,4620,M,9006.77,f_7570691630914817498
4621,4621,M,9005.01,f_6044532805292728870
4622,4622,M,9001.95,f_7186697031549106002
4623,4623,M,8996.8,f_15500195133298041093
4624,4624,M,8996.68,f_7186842150784489809
4625,4625,M,10494.3,f_219304267456998969
